"gene.id"	"ps"	"ps.FDR"	"corr.coef"
"10257"	"Trmt1"	0.948	1	-0.149222640992843
"10258"	"Zfp619"	0.928	1	-0.149237885354246
"10259"	"Gimap3"	0.951	1	-0.149247685045523
"10260"	"Chd1"	0.936	1	-0.149261062923442
"10261"	"Med13"	0.942	1	-0.149273602730172
"10262"	"Cyb5r4"	0.956	1	-0.149383087691623
"10263"	"Scaf1"	0.975	1	-0.14940234342899
"10264"	"Cd300ld"	0.945	1	-0.149415581317685
"10265"	"Vasp"	0.94	1	-0.149461260105525
"10266"	"Slc7a7"	0.942	1	-0.149489725211656
"10267"	"Mmgt2"	0.906	1	-0.149512632745813
"10268"	"Camkmt"	0.912	1	-0.149512632745813
"10269"	"Phf13"	0.928	1	-0.149512632745813
"10270"	"Fam136a"	0.911	1	-0.149512632745813
"10271"	"Zfp235"	0.903	1	-0.149512632745813
"10272"	"Srek1"	0.953	1	-0.149542609052245
"10273"	"Gale"	0.947	1	-0.149545214793606
"10274"	"Itfg3"	0.939	1	-0.149578507252891
"10275"	"Supv3l1"	0.972	1	-0.149593011238095
"10276"	"Prkd2"	0.932	1	-0.149629550979187
"10277"	"Atp6ap1"	0.947	1	-0.149677700376904
"10278"	"Birc6"	0.949	1	-0.149679057417831
"10279"	"Foxp4"	0.937	1	-0.149718479063411
"10280"	"Rnh1"	0.961	1	-0.149858915358127
"10281"	"Dynlt1a"	0.969	1	-0.149922652086163
"10282"	"Nipbl"	0.935	1	-0.150067650949003
"10283"	"Nek9"	0.948	1	-0.150113512487331
"10284"	"Phtf2"	0.954	1	-0.150239760354037
"10285"	"Aldh16a1"	0.939	1	-0.150315320789691
"10286"	"Impad1"	0.96	1	-0.150338743986501
"10287"	"Mtmr3"	0.931	1	-0.150342477774506
"10288"	"Rpa2"	0.938	1	-0.150374627621425
"10289"	"Mfsd6"	0.938	1	-0.150378943209166
"10290"	"Clns1a"	0.946	1	-0.150499591569842
"10291"	"Arid3a"	0.92	1	-0.150507835958145
"10292"	"Polr3c"	0.974	1	-0.150586687917658
"10293"	"Klhl24"	0.911	1	-0.150704089954924
"10294"	"Rpl35"	0.942	1	-0.150723338634593
"10295"	"Stk24"	0.944	1	-0.150741692619888
"10296"	"Gch1"	0.942	1	-0.150748445112767
"10297"	"Cnih1"	0.945	1	-0.150766224652425
"10298"	"Lcor"	0.946	1	-0.150768086998203
"10299"	"Frmd7"	0.937	1	-0.150832699561019
"10300"	"Fcho2"	0.937	1	-0.150859032947818
"10301"	"Sufu"	0.96	1	-0.150859878920515
"10302"	"9430038I01Rik"	0.963	1	-0.150866079341871
"10303"	"Klf9"	0.939	1	-0.150950529584335
"10304"	"Gripap1"	0.928	1	-0.15095913726486
"10305"	"Osbpl11"	0.931	1	-0.151081635471731
"10306"	"Lrrc8d"	0.94	1	-0.151124453731215
"10307"	"Ap3s2"	0.972	1	-0.151211114722023
"10308"	"C2cd5"	0.925	1	-0.151221870806167
"10309"	"Rbm47"	0.925	1	-0.151258749470296
"10310"	"Pramef8"	0.984	1	-0.151361263714809
"10311"	"Dcaf8"	0.945	1	-0.151419052903118
"10312"	"Vps51"	0.955	1	-0.151442513104522
"10313"	"Hdlbp"	0.971	1	-0.151525093241053
"10314"	"Lrrc57"	0.926	1	-0.151625068904101
"10315"	"Pxylp1"	0.927	1	-0.151699050124474
"10316"	"Fnta"	0.937	1	-0.151757186726185
"10317"	"Cyp51"	0.938	1	-0.1517755466669
"10318"	"Rasa1"	0.94	1	-0.151895012125071
"10319"	"Tardbp"	0.942	1	-0.151971414336954
"10320"	"Secisbp2l"	0.933	1	-0.152040205839357
"10321"	"Dera"	0.944	1	-0.152057472090888
"10322"	"Nf1"	0.909	1	-0.152222831526704
"10323"	"Homez"	0.921	1	-0.152222831526704
"10324"	"Scrib"	0.915	1	-0.152222831526704
"10325"	"Zfp40"	0.919	1	-0.152222831526704
"10326"	"Fancg"	0.93	1	-0.152222831526704
"10327"	"Tlr12"	0.927	1	-0.152222831526704
"10328"	"Tmem230"	0.95	1	-0.152278896145733
"10329"	"Zfpl1"	0.958	1	-0.152341941921474
"10330"	"Tlr6"	0.951	1	-0.15236384232962
"10331"	"Tmem79"	0.904	1	-0.152620493001022
"10332"	"Tmem50b"	0.932	1	-0.152721680316139
"10333"	"Trappc2l"	0.955	1	-0.152727748114059
"10334"	"Zfp189"	0.895	1	-0.152781632395726
"10335"	"Cul5"	0.962	1	-0.152832681635932
"10336"	"Ptp4a3"	0.962	1	-0.152836412082872
"10337"	"Tecpr2"	0.927	1	-0.152839887797347
"10338"	"Smek2"	0.938	1	-0.15284522803013
"10339"	"Mettl14"	0.971	1	-0.152944852190528
"10340"	"Ppp2r1a"	0.952	1	-0.15295970934396
"10341"	"Birc3"	0.972	1	-0.152962083905779
"10342"	"Gnpda1"	0.959	1	-0.153017661853606
"10343"	"Map3k2"	0.956	1	-0.1530903417387
"10344"	"Acaca"	0.95	1	-0.153118004754354
"10345"	"Dynlt1f"	0.947	1	-0.153154754171741
"10346"	"Dynlt1c"	0.947	1	-0.153393294400963
"10347"	"1600010M07Rik"	0.919	1	-0.153404795851776
"10348"	"Plrg1"	0.959	1	-0.153444705867253
"10349"	"Ttc5"	0.948	1	-0.153522763790013
"10350"	"Maged1"	0.924	1	-0.153577930917149
"10351"	"Glt8d1"	0.938	1	-0.153602039534347
"10352"	"Gpr137b"	0.963	1	-0.15372202156891
"10353"	"Nbeal1"	0.93	1	-0.153725008112637
"10354"	"Mul1"	0.916	1	-0.153782986513508
"10355"	"Abhd1"	0.93	1	-0.153782986513508
"10356"	"Slc25a38"	0.934	1	-0.153852018675192
"10357"	"Kbtbd6"	0.955	1	-0.15393701838812
"10358"	"Aven"	0.942	1	-0.15395193034757
"10359"	"N4bp2l1"	0.942	1	-0.153965381387348
"10360"	"Ccar1"	0.929	1	-0.153984264036396
"10361"	"Nprl2"	0.939	1	-0.154000699955773
"10362"	"Eef1g"	0.948	1	-0.154073240525756
"10363"	"Abca7"	0.955	1	-0.154115398233447
"10364"	"Rps15a"	0.946	1	-0.154118978928126
"10365"	"Pacs1"	0.945	1	-0.154134264195041
"10366"	"Chp1"	0.956	1	-0.15420456092805
"10367"	"Pnrc1"	0.955	1	-0.154257907542579
"10368"	"1600012H06Rik"	0.931	1	-0.154287345270777
"10369"	"Arhgap31"	0.931	1	-0.154446286652952
"10370"	"Snx10"	0.982	1	-0.154473174032508
"10371"	"Med19"	0.914	1	-0.154593264206906
"10372"	"Mbtps2"	0.922	1	-0.154661944697687
"10373"	"Egln1"	0.922	1	-0.154701842944889
"10374"	"Mrps21"	0.937	1	-0.15470551064241
"10375"	"Arsb"	0.937	1	-0.154726845802063
"10376"	"Psmb8"	0.948	1	-0.154749585155875
"10377"	"Cops4"	0.981	1	-0.15477200804048
"10378"	"Tmed9"	0.97	1	-0.155194328441476
"10379"	"Trp53inp2"	0.949	1	-0.155225860221071
"10380"	"Serinc4"	0.986	1	-0.155319930123677
"10381"	"Cdc42se1"	0.963	1	-0.155710106127527
"10382"	"Myef2"	0.944	1	-0.155874592131929
"10383"	"Ndufa11"	0.958	1	-0.155908930389226
"10384"	"Pef1"	0.948	1	-0.155939092824211
"10385"	"Ensa"	0.933	1	-0.155959279293594
"10386"	"9-Sep"	0.952	1	-0.155973065029158
"10387"	"Smim12"	0.968	1	-0.15607581546375
"10388"	"Ifnlr1"	0.936	1	-0.15615266100003
"10389"	"Cap1"	0.961	1	-0.156276127422619
"10390"	"Rxrb"	0.963	1	-0.156279217419794
"10391"	"Fbxl20"	0.953	1	-0.156307316198233
"10392"	"Crtc1"	0.951	1	-0.156344477018742
"10393"	"Zfp58"	0.949	1	-0.156442124827312
"10394"	"Mesdc2"	0.931	1	-0.156523200926652
"10395"	"Dennd4b"	0.971	1	-0.156529757300912
"10396"	"Gskip"	0.981	1	-0.156540366550267
"10397"	"Rspry1"	0.966	1	-0.156598867345591
"10398"	"Trex1"	0.952	1	-0.15663155809047
"10399"	"Csde1"	0.935	1	-0.156675184707342
"10400"	"Larp7"	0.928	1	-0.156767226706963
"10401"	"Ubl3"	0.953	1	-0.156777564431812
"10402"	"Retnlb"	0.935	1	-0.156862791361762
"10403"	"Nxn"	0.939	1	-0.157062638162042
"10404"	"Wrn"	0.979	1	-0.157082460230036
"10405"	"Farp2"	0.923	1	-0.157119558041608
"10406"	"Ngfr"	0.938	1	-0.15719152929167
"10407"	"Pmaip1"	0.942	1	-0.15719152929167
"10408"	"Noc3l"	0.943	1	-0.15719152929167
"10409"	"Rmdn3"	0.926	1	-0.15719152929167
"10410"	"Snord35b"	0.952	1	-0.15719152929167
"10411"	"Ttc23"	0.935	1	-0.15719152929167
"10412"	"Dbr1"	0.938	1	-0.15719152929167
"10413"	"Gins3"	0.942	1	-0.15728757502549
"10414"	"Tmem29"	0.907	1	-0.157307294799228
"10415"	"Dhx57"	0.914	1	-0.157411082869138
"10416"	"Phf1"	0.995	1	-0.157479934776429
"10417"	"Gm6194"	0.96	1	-0.157615687036403
"10418"	"Chil3"	0.948	1	-0.157672636826328
"10419"	"Tpp1"	0.943	1	-0.157740274044331
"10420"	"Ubxn1"	0.94	1	-0.15786406345087
"10421"	"Ralb"	0.943	1	-0.15810597540465
"10422"	"Cnnm2"	0.944	1	-0.15815149760842
"10423"	"Leo1"	0.95	1	-0.158176614317534
"10424"	"Dnajc30"	0.942	1	-0.158344330891646
"10425"	"Map4k2"	0.941	1	-0.158385534788063
"10426"	"Mpg"	0.99	1	-0.158403204170797
"10427"	"Fbxl4"	0.995	1	-0.158419169773628
"10428"	"Atxn7l3"	0.961	1	-0.158437246739042
"10429"	"Bcas3os1"	0.98	1	-0.158493772684605
"10430"	"Stradb"	0.972	1	-0.158513614157018
"10431"	"Dirc2"	0.944	1	-0.158719830471326
"10432"	"Nckap1l"	0.963	1	-0.158784805071094
"10433"	"Gm9776"	0.911	1	-0.158869562065297
"10434"	"Tmem70"	0.98	1	-0.158901354783074
"10435"	"Arrdc2"	0.943	1	-0.159068300857847
"10436"	"Twistnb"	0.947	1	-0.159223310446306
"10437"	"Hras"	0.962	1	-0.159256304339863
"10438"	"Nr2c2"	0.937	1	-0.159430347812208
"10439"	"Fbp1"	0.951	1	-0.159546541453096
"10440"	"Ttc7b"	0.966	1	-0.159692861841156
"10441"	"Snapc5"	0.958	1	-0.159703277827501
"10442"	"Dok4"	0.948	1	-0.159840686853298
"10443"	"Ap4s1"	0.972	1	-0.159982249918636
"10444"	"Rpl3l"	0.948	1	-0.159987978994349
"10445"	"Dtymk"	0.953	1	-0.160011166881387
"10446"	"Rfxank"	0.949	1	-0.160063266760295
"10447"	"Exd2"	0.963	1	-0.160084249485564
"10448"	"Gnai3"	0.955	1	-0.160147862112628
"10449"	"Stfa1"	0.944	1	-0.160246910346359
"10450"	"Pip4k2a"	0.948	1	-0.160280264974459
"10451"	"Pira2"	0.966	1	-0.160288154191117
"10452"	"Tmbim4"	0.955	1	-0.160318276460231
"10453"	"Cd3d"	0.944	1	-0.160344152358749
"10454"	"Vps18"	0.938	1	-0.160488056931908
"10455"	"Pdpk1"	0.958	1	-0.160488959132054
"10456"	"Fdxacb1"	0.974	1	-0.160535124477
"10457"	"Ube2k"	0.977	1	-0.160615513920861
"10458"	"Fbl"	0.991	1	-0.160644300800319
"10459"	"A830080D01Rik"	0.959	1	-0.16079491495783
"10460"	"Rai1"	0.962	1	-0.160805127666191
"10461"	"Tmem18"	0.953	1	-0.160805127666191
"10462"	"Ptk2"	0.945	1	-0.160805127666191
"10463"	"Zfp944"	0.966	1	-0.160805127666191
"10464"	"Nudt8"	0.938	1	-0.160805127666191
"10465"	"Nudt6"	0.954	1	-0.160805127666191
"10466"	"Grk4"	0.959	1	-0.160805127666191
"10467"	"Rfx1"	0.966	1	-0.160805127666191
"10468"	"Ftsj1"	0.955	1	-0.160805127666191
"10469"	"Fastkd2"	0.941	1	-0.160866563391318
"10470"	"Klhl21"	0.927	1	-0.160943399158625
"10471"	"Tmed7"	0.942	1	-0.16099924725883
"10472"	"9030624J02Rik"	0.959	1	-0.161100284839799
"10473"	"H2-Ob"	0.992	1	-0.161121108752765
"10474"	"Taf1b"	0.956	1	-0.161372787680543
"10475"	"Pigc"	0.97	1	-0.161419488482285
"10476"	"Hsp90b1"	0.968	1	-0.161480818347006
"10477"	"Cds2"	0.952	1	-0.161580610664107
"10478"	"Zdhhc3"	0.949	1	-0.161662592230726
"10479"	"Ndufc2"	0.942	1	-0.162027510978348
"10480"	"Fam124a"	0.925	1	-0.162124285536273
"10481"	"Brix1"	0.968	1	-0.162166978181406
"10482"	"Psmf1"	0.942	1	-0.162258361300647
"10483"	"Sucla2"	0.966	1	-0.162551276806489
"10484"	"Csf2rb"	0.976	1	-0.16265222658012
"10485"	"Ergic2"	0.96	1	-0.162841361863735
"10486"	"6530403H02Rik"	0.959	1	-0.162911096787302
"10487"	"Lrrk1"	0.988	1	-0.16297795632298
"10488"	"Med22"	0.978	1	-0.162982923011669
"10489"	"Lin54"	0.953	1	-0.163073312618159
"10490"	"Fam114a2"	0.969	1	-0.163221170043995
"10491"	"Tor4a"	0.953	1	-0.163303277515386
"10492"	"Rrn3"	0.983	1	-0.163372866576341
"10493"	"Mapk13"	0.968	1	-0.163473191502781
"10494"	"Taf6l"	0.999	1	-0.163514876843281
"10495"	"Sema4a"	0.982	1	-0.163561634715813
"10496"	"Sgta"	0.968	1	-0.163620725368545
"10497"	"Manbal"	0.969	1	-0.163640376489868
"10498"	"Def6"	0.97	1	-0.163688041685216
"10499"	"AI987944"	0.997	1	-0.163708324391345
"10500"	"Hmgb1-rs17"	0.953	1	-0.163785705420583
"10501"	"Rp2h"	0.949	1	-0.163787208161151
"10502"	"Capns1"	0.952	1	-0.163811191771268
"10503"	"Gimap4"	0.98	1	-0.164014779265501
"10504"	"Cox7a2"	0.952	1	-0.164135089663745
"10505"	"Ccdc38"	0.931	1	-0.164233346345466
"10506"	"Hyi"	0.932	1	-0.164233346345466
"10507"	"Leng8"	0.953	1	-0.16424626993962
"10508"	"Pex5"	0.965	1	-0.164277944092907
"10509"	"Phf14"	0.952	1	-0.164308310045131
"10510"	"Dcaf6"	0.934	1	-0.164421409860125
"10511"	"Nfkb2"	0.975	1	-0.164533711830221
"10512"	"Nnat"	0.948	1	-0.164538647588155
"10513"	"Adgb"	0.952	1	-0.164591107021777
"10514"	"Polr2c"	0.978	1	-0.164732715350452
"10515"	"Psmd2"	0.951	1	-0.164745626052758
"10516"	"Zfp830"	0.986	1	-0.1648537866951
"10517"	"Sec14l1"	0.947	1	-0.164947794938628
"10518"	"Upp1"	0.943	1	-0.164968373412749
"10519"	"Zkscan5"	0.981	1	-0.165013415776517
"10520"	"Acvrl1"	0.977	1	-0.165013834072102
"10521"	"Sgk3"	0.962	1	-0.165100109078589
"10522"	"Xpo7"	0.958	1	-0.165373979197949
"10523"	"Snrnp70"	0.955	1	-0.165449134346781
"10524"	"Rpl9"	0.974	1	-0.165538276430118
"10525"	"Ano10"	0.957	1	-0.165585256658769
"10526"	"Creb3l1"	0.963	1	-0.165600806004847
"10527"	"Lbr"	0.986	1	-0.16585323965116
"10528"	"Mcm9"	0.956	1	-0.165913118777313
"10529"	"Creb5"	0.963	1	-0.165948547280169
"10530"	"Birc2"	0.976	1	-0.166184537950366
"10531"	"Ankra2"	0.948	1	-0.16621497345668
"10532"	"Rps26"	0.961	1	-0.166245974112493
"10533"	"Polr3f"	0.96	1	-0.166286251682951
"10534"	"Fes"	0.971	1	-0.166442592336253
"10535"	"Atp5h"	0.943	1	-0.166507992728129
"10536"	"Pde4b"	0.978	1	-0.166662094792272
"10537"	"Rab21"	0.952	1	-0.166687847983408
"10538"	"Madd"	0.95	1	-0.166738964394741
"10539"	"Ykt6"	0.988	1	-0.166797243549424
"10540"	"Ergic3"	0.962	1	-0.166852986406053
"10541"	"Esyt1"	0.947	1	-0.166861477298432
"10542"	"Dkc1"	0.979	1	-0.166964507857936
"10543"	"Clec5a"	0.976	1	-0.16700818458104
"10544"	"Ak2"	0.957	1	-0.167098263008715
"10545"	"Tcn2"	0.97	1	-0.167164464714517
"10546"	"Mettl23"	0.991	1	-0.16721052997005
"10547"	"Lemd2"	0.961	1	-0.167284877147615
"10548"	"Cpsf3"	0.968	1	-0.167470198748259
"10549"	"Agtrap"	0.973	1	-0.167553485108823
"10550"	"Rassf2"	0.958	1	-0.167590557321279
"10551"	"Numa1"	0.975	1	-0.16764815781019
"10552"	"Pcf11"	0.954	1	-0.16774123548167
"10553"	"Cln6"	0.964	1	-0.167753795546246
"10554"	"Evi2a"	0.948	1	-0.167783636650071
"10555"	"Ltn1"	0.991	1	-0.167798191031554
"10556"	"Dok1"	0.986	1	-0.167832175589591
"10557"	"Zfp191"	0.984	1	-0.168113027433989
"10558"	"Oprm1"	0.952	1	-0.168157521901261
"10559"	"Sec61g"	0.964	1	-0.168356925937829
"10560"	"Dmpk"	0.953	1	-0.168373354600547
"10561"	"Chd9"	0.995	1	-0.16844312852995
"10562"	"Thoc6"	0.957	1	-0.168460558893581
"10563"	"Kpna6"	0.946	1	-0.168460558893581
"10564"	"Dhx32"	0.944	1	-0.168460558893581
"10565"	"Ap3b1"	0.958	1	-0.168504482419731
"10566"	"Gm21949"	0.963	1	-0.168622821330875
"10567"	"Schip1"	0.966	1	-0.168622821330875
"10568"	"Mrpl2"	0.971	1	-0.168901001834006
"10569"	"Zfp740"	0.971	1	-0.16901352287999
"10570"	"Kdm7a"	0.965	1	-0.16908342490937
"10571"	"Sart3"	0.995	1	-0.169188502289538
"10572"	"Cdc40"	0.96	1	-0.169383916687513
"10573"	"Rpl4"	0.973	1	-0.169445087960934
"10574"	"Rbsn"	0.975	1	-0.169755705993677
"10575"	"4930473A02Rik"	0.957	1	-0.169883081840915
"10576"	"Pdlim2"	0.969	1	-0.169946325472732
"10577"	"Arap3"	0.972	1	-0.169972467556954
"10578"	"Ptk2b"	0.959	1	-0.170114904566333
"10579"	"Tbc1d13"	0.974	1	-0.170149518049175
"10580"	"Grpel1"	0.991	1	-0.170224591224091
"10581"	"Ccdc61"	0.977	1	-0.170327622338306
"10582"	"Dleu2"	0.967	1	-0.170355136209077
"10583"	"Supt20"	0.958	1	-0.170374059400773
"10584"	"Oasl2"	0.976	1	-0.170377487923696
"10585"	"Wsb1"	0.98	1	-0.170619415140996
"10586"	"Puf60"	0.956	1	-0.170671144083981
"10587"	"Prkag1"	0.96	1	-0.17088707266036
"10588"	"BC051537"	0.977	1	-0.171008410871454
"10589"	"Ampd2"	0.974	1	-0.171012910920086
"10590"	"Agpat4"	0.962	1	-0.17104223197017
"10591"	"Chm"	0.99	1	-0.171068761304237
"10592"	"Dag1"	0.983	1	-0.171075309417409
"10593"	"Prpsap2"	0.961	1	-0.17119422299294
"10594"	"Gtf2f2"	0.972	1	-0.17119422299294
"10595"	"Styxl1"	0.953	1	-0.17119422299294
"10596"	"Slc26a6"	0.968	1	-0.17119422299294
"10597"	"Gvin1"	0.949	1	-0.17153047316539
"10598"	"Gm4070"	0.961	1	-0.17153047316539
"10599"	"D8Ertd738e"	0.98	1	-0.171617298423744
"10600"	"Clic1"	0.986	1	-0.171634083521569
"10601"	"Fam26f"	0.967	1	-0.171645922789755
"10602"	"Mier2"	0.978	1	-0.171645922789755
"10603"	"Traf4"	0.979	1	-0.171645922789755
"10604"	"Hist1h4j"	0.977	1	-0.171645922789755
"10605"	"Hist1h4k"	0.98	1	-0.171645922789755
"10606"	"Hist1h4h"	0.982	1	-0.171645922789755
"10607"	"Hist1h4f"	0.969	1	-0.171645922789755
"10608"	"Hist1h4c"	0.976	1	-0.171645922789755
"10609"	"Hist1h4b"	0.976	1	-0.171645922789755
"10610"	"Hist1h4a"	0.982	1	-0.171645922789755
"10611"	"Nop16"	0.983	1	-0.171645922789755
"10612"	"Kif13b"	0.981	1	-0.171645922789755
"10613"	"Ighmbp2"	0.97	1	-0.171645922789755
"10614"	"Blvra"	0.974	1	-0.171645922789755
"10615"	"D3Ertd751e"	0.983	1	-0.171645922789755
"10616"	"Ddx51"	0.976	1	-0.171645922789755
"10617"	"Ccdc142"	0.987	1	-0.171645922789755
"10618"	"Inpp4b"	0.979	1	-0.171645922789755
"10619"	"Alkbh8"	0.97	1	-0.171645922789755
"10620"	"Snx33"	0.982	1	-0.171645922789755
"10621"	"Fam219b"	0.983	1	-0.171645922789755
"10622"	"Tspan32"	0.975	1	-0.171649806510136
"10623"	"Mettl5"	0.953	1	-0.171691190998162
"10624"	"Polr2m"	0.969	1	-0.171707403930598
"10625"	"0610030E20Rik"	0.965	1	-0.171728127684719
"10626"	"Ubn2"	0.966	1	-0.172069846380289
"10627"	"Mpp1"	0.971	1	-0.172128042947925
"10628"	"Mtss1"	0.975	1	-0.172253228892831
"10629"	"Bin2"	0.966	1	-0.172265587328971
"10630"	"Uba2"	0.978	1	-0.172339862169924
"10631"	"Rab4b"	0.963	1	-0.172495318092536
"10632"	"Fam129a"	0.968	1	-0.172534578079276
"10633"	"Clec12a"	0.958	1	-0.17256222340398
"10634"	"Iscu"	0.976	1	-0.172581253811876
"10635"	"Toe1"	0.961	1	-0.172719867878828
"10636"	"Ralgps2"	0.971	1	-0.172746508503763
"10637"	"Snrpf"	0.947	1	-0.172754486802261
"10638"	"Wtap"	0.964	1	-0.172847644719296
"10639"	"Traf3ip3"	0.969	1	-0.173013607288945
"10640"	"Il18r1"	1	1	-0.173232393093097
"10641"	"Satb2"	1	1	-0.173232393093097
"10642"	"1810006J02Rik"	1	1	-0.173232393093097
"10643"	"Phlda3"	1	1	-0.173232393093097
"10644"	"Cd247"	1	1	-0.173232393093097
"10645"	"Map2k6"	1	1	-0.173232393093097
"10646"	"Gm10432"	1	1	-0.173232393093097
"10647"	"Slc7a8"	1	1	-0.173232393093097
"10648"	"Gm9199"	1	1	-0.173232393093097
"10649"	"Spry2"	1	1	-0.173232393093097
"10650"	"Nudcd1"	1	1	-0.173232393093097
"10651"	"Ext1"	1	1	-0.173232393093097
"10652"	"Cpt1b"	1	1	-0.173232393093097
"10653"	"Lima1"	1	1	-0.173232393093097
"10654"	"Iqcb1"	1	1	-0.173232393093097
"10655"	"Trat1"	1	1	-0.173232393093097
"10656"	"Snora64"	1	1	-0.173232393093097
"10657"	"Hspa1b"	1	1	-0.173232393093097
"10658"	"Hspa1a"	1	1	-0.173232393093097
"10659"	"Mir6973a"	1	1	-0.173232393093097
"10660"	"Gm6034"	1	1	-0.173232393093097
"10661"	"Gata3"	1	1	-0.173232393093097
"10662"	"Zak"	1	1	-0.173232393093097
"10663"	"Ino80"	1	1	-0.173232393093097
"10664"	"Gm16796"	1	1	-0.173232393093097
"10665"	"S100a1"	1	1	-0.173232393093097
"10666"	"Cd160"	1	1	-0.173232393093097
"10667"	"Cyr61"	1	1	-0.173232393093097
"10668"	"Man1c1"	1	1	-0.173232393093097
"10669"	"Kit"	1	1	-0.173232393093097
"10670"	"Impdh1"	1	1	-0.173232393093097
"10671"	"Mir1950"	1	1	-0.173232393093097
"10672"	"Cd8a"	1	1	-0.173232393093097
"10673"	"Tamm41"	1	1	-0.173232393093097
"10674"	"Snora7a"	1	1	-0.173232393093097
"10675"	"Klrd1"	1	1	-0.173232393093097
"10676"	"Klhl25"	1	1	-0.173232393093097
"10677"	"Wnt11"	1	1	-0.173232393093097
"10678"	"Efnb2"	1	1	-0.173232393093097
"10679"	"F7"	1	1	-0.173232393093097
"10680"	"Dctd"	1	1	-0.173232393093097
"10681"	"Anapc10"	1	1	-0.173232393093097
"10682"	"Zfp1"	1	1	-0.173232393093097
"10683"	"Tubb3"	1	1	-0.173232393093097
"10684"	"A230050P20Rik"	1	1	-0.173232393093097
"10685"	"Dpagt1"	1	1	-0.173232393093097
"10686"	"Dnaja4"	1	1	-0.173232393093097
"10687"	"Mrps22"	1	1	-0.173232393093097
"10688"	"6430571L13Rik"	1	1	-0.173232393093097
"10689"	"AU023762"	1	1	-0.173232393093097
"10690"	"C1galt1c1"	1	1	-0.173232393093097
"10691"	"Fam122b"	1	1	-0.173232393093097
"10692"	"Hdac8"	1	1	-0.173232393093097
"10693"	"Pcdh19"	1	1	-0.173232393093097
"10694"	"Plp1"	1	1	-0.173232393093097
"10695"	"Osbpl8"	0.965	1	-0.173426251664589
"10696"	"Zfr"	0.963	1	-0.173537367492102
"10697"	"Psmb1"	0.96	1	-0.173543373142933
"10698"	"1700028K03Rik"	0.957	1	-0.173607648343977
"10699"	"Btbd10"	0.96	1	-0.173681607708211
"10700"	"Armc6"	0.977	1	-0.173692704799795
"10701"	"Stx7"	0.976	1	-0.173806390827531
"10702"	"Dut"	0.994	1	-0.173819574406397
"10703"	"Sntb2"	0.954	1	-0.173862143839198
"10704"	"Dpysl2"	0.985	1	-0.173908309460164
"10705"	"Eif3c"	0.961	1	-0.174052774340474
"10706"	"Nelfe"	0.97	1	-0.174278905130496
"10707"	"Git1"	0.976	1	-0.174299184299569
"10708"	"Wdr24"	0.991	1	-0.174336002708565
"10709"	"Csnk1g3"	0.968	1	-0.174468185787412
"10710"	"Ahctf1"	0.975	1	-0.174533762761113
"10711"	"B430306N03Rik"	0.97	1	-0.174560444252367
"10712"	"Acvr2a"	0.99	1	-0.174807821367461
"10713"	"Ccdc62"	0.993	1	-0.174807821367461
"10714"	"Aldoa"	0.985	1	-0.174879955346033
"10715"	"Gpx4"	0.97	1	-0.174926641986893
"10716"	"3110056K07Rik"	0.991	1	-0.175131014011076
"10717"	"Ctnnb1"	0.965	1	-0.175216992698204
"10718"	"Cab39"	0.968	1	-0.175270578193308
"10719"	"Slc41a3"	0.967	1	-0.17535844838572
"10720"	"H2-M3"	0.982	1	-0.175614858685483
"10721"	"Chrm3"	0.957	1	-0.175638409288632
"10722"	"Bod1l"	0.978	1	-0.175645361788544
"10723"	"Rnf40"	0.984	1	-0.175676360181842
"10724"	"Klhl28"	0.97	1	-0.17599115179568
"10725"	"Pcbp1"	0.969	1	-0.176065032500365
"10726"	"Prcc"	0.978	1	-0.176835876485244
"10727"	"Tjp3"	0.978	1	-0.176847801805282
"10728"	"Trmt11"	0.973	1	-0.176896466460912
"10729"	"Exosc8"	0.975	1	-0.176917657799057
"10730"	"Enkur"	0.983	1	-0.176931372087554
"10731"	"Tmem189"	0.975	1	-0.176967759826974
"10732"	"Tmcc1"	0.981	1	-0.176971391419412
"10733"	"Chfr"	0.974	1	-0.177017765465243
"10734"	"Rps27a"	0.981	1	-0.177060200039147
"10735"	"Zbtb48"	0.954	1	-0.177117273728876
"10736"	"Txndc17"	0.964	1	-0.177140427742419
"10737"	"Rfc2"	0.961	1	-0.177320235755054
"10738"	"Tomm22"	0.959	1	-0.177380606829783
"10739"	"Ddx10"	0.998	1	-0.177386771424657
"10740"	"Cdadc1"	0.977	1	-0.177478533954815
"10741"	"Rnf8"	0.976	1	-0.177500171897559
"10742"	"Stag2"	0.967	1	-0.177549270319597
"10743"	"Gm608"	0.978	1	-0.177658356268443
"10744"	"Ankrd17"	0.967	1	-0.177804662628686
"10745"	"Rab3d"	0.973	1	-0.177845144273779
"10746"	"Fuca1"	0.973	1	-0.178026286778132
"10747"	"Malt1"	0.969	1	-0.178059071472136
"10748"	"Lysmd3"	0.982	1	-0.178132411171416
"10749"	"Zfp148"	0.989	1	-0.178292874213774
"10750"	"Pcmt1"	0.984	1	-0.178316831504454
"10751"	"Arcn1"	0.979	1	-0.178340584026068
"10752"	"Tmem242"	0.971	1	-0.178370578050447
"10753"	"1700052K11Rik"	0.971	1	-0.178513824056657
"10754"	"Rinl"	0.959	1	-0.178645333441485
"10755"	"Dos"	0.975	1	-0.178710199930066
"10756"	"Nedd4"	0.962	1	-0.178915549903213
