"gene.id"	"ps"	"ps.FDR"	"corr.coef"
"9761"	"Pdxp"	0.938	1	-0.128471002931458
"9762"	"Prpf40b"	0.939	1	-0.128471002931458
"9763"	"Wdr53"	0.947	1	-0.128471002931458
"9764"	"Ccdc64b"	0.942	1	-0.128471002931458
"9765"	"Polr1c"	0.943	1	-0.128471002931458
"9766"	"Uhrf1"	0.945	1	-0.128471002931458
"9767"	"Sos1"	0.929	1	-0.128471002931458
"9768"	"Cdkl4"	0.95	1	-0.128471002931458
"9769"	"B4galt6"	0.936	1	-0.128471002931458
"9770"	"Spry4"	0.937	1	-0.128471002931458
"9771"	"Ccdc112"	0.952	1	-0.128471002931458
"9772"	"Cep76"	0.946	1	-0.128471002931458
"9773"	"Olfr1474"	0.951	1	-0.128471002931458
"9774"	"Gm9895"	0.945	1	-0.128471002931458
"9775"	"Avpi1"	0.95	1	-0.128471002931458
"9776"	"Qsox2"	0.948	1	-0.128471002931458
"9777"	"Lrsam1"	0.948	1	-0.128471002931458
"9778"	"Ccdc32"	0.947	1	-0.128471002931458
"9779"	"2500004C02Rik"	0.943	1	-0.128471002931458
"9780"	"Sycp2"	0.928	1	-0.128471002931458
"9781"	"Mrpl47"	0.945	1	-0.128471002931458
"9782"	"Cenpe"	0.949	1	-0.128471002931458
"9783"	"Mir684-2"	0.947	1	-0.128471002931458
"9784"	"Toporsos"	0.931	1	-0.128471002931458
"9785"	"Reck"	0.934	1	-0.128471002931458
"9786"	"Klf4"	0.921	1	-0.128471002931458
"9787"	"Zdhhc21"	0.942	1	-0.128471002931458
"9788"	"Tmem222"	0.932	1	-0.128471002931458
"9789"	"Atad3aos"	0.94	1	-0.128471002931458
"9790"	"Cptp"	0.946	1	-0.128471002931458
"9791"	"AW011738"	0.949	1	-0.128471002931458
"9792"	"Speer4cos"	0.935	1	-0.128471002931458
"9793"	"Speer4c"	0.945	1	-0.128471002931458
"9794"	"Acad10"	0.939	1	-0.128471002931458
"9795"	"B3gnt4"	0.938	1	-0.128471002931458
"9796"	"Psph"	0.935	1	-0.128471002931458
"9797"	"Clip2"	0.939	1	-0.128471002931458
"9798"	"Il5ra"	0.949	1	-0.128471002931458
"9799"	"Meis3"	0.943	1	-0.128471002931458
"9800"	"Ercc2"	0.944	1	-0.128471002931458
"9801"	"Ceacam16"	0.932	1	-0.128471002931458
"9802"	"Pvr"	0.944	1	-0.128471002931458
"9803"	"Vmn1r132"	0.947	1	-0.128471002931458
"9804"	"Capn12"	0.942	1	-0.128471002931458
"9805"	"Faap24"	0.936	1	-0.128471002931458
"9806"	"Zfp939"	0.94	1	-0.128471002931458
"9807"	"AW146154"	0.923	1	-0.128471002931458
"9808"	"Gm15545"	0.945	1	-0.128471002931458
"9809"	"Bcl2l12"	0.957	1	-0.128471002931458
"9810"	"Usp31"	0.95	1	-0.128471002931458
"9811"	"Bola2"	0.937	1	-0.128471002931458
"9812"	"Vkorc1"	0.94	1	-0.128471002931458
"9813"	"Ifitm5"	0.953	1	-0.128471002931458
"9814"	"Dusp4"	0.945	1	-0.128471002931458
"9815"	"Zfp963"	0.933	1	-0.128471002931458
"9816"	"Dnaaf1"	0.948	1	-0.128471002931458
"9817"	"Tldc1"	0.946	1	-0.128471002931458
"9818"	"Map10"	0.942	1	-0.128471002931458
"9819"	"Olfm2"	0.939	1	-0.128471002931458
"9820"	"Ubash3b"	0.943	1	-0.128471002931458
"9821"	"Gpr34"	0.935	1	-0.128471002931458
"9822"	"Ocrl"	0.941	1	-0.128471002931458
"9823"	"Nap1l3"	0.949	1	-0.128471002931458
"9824"	"Reps2"	0.931	1	-0.128471002931458
"9825"	"Gm20815"	0.946	1	-0.128471002931458
"9826"	"Gm20831"	0.941	1	-0.128471002931458
"9827"	"Ssty1"	0.937	1	-0.128471002931458
"9828"	"Gm20747"	0.95	1	-0.128471002931458
"9829"	"Gm20865"	0.951	1	-0.128471002931458
"9830"	"Gm20809"	0.94	1	-0.128471002931458
"9831"	"Gm20823"	0.938	1	-0.128471002931458
"9832"	"Gm20738"	0.947	1	-0.128471002931458
"9833"	"Gm21943"	0.94	1	-0.128471002931458
"9834"	"Gm20816"	0.94	1	-0.128471002931458
"9835"	"Gm20867"	0.952	1	-0.128471002931458
"9836"	"Gm20806"	0.934	1	-0.128471002931458
"9837"	"Snx4"	0.88	1	-0.128479390991428
"9838"	"Scd2"	0.937	1	-0.128767830763169
"9839"	"Zcchc11"	0.896	1	-0.128792844099188
"9840"	"Rab1b"	0.903	1	-0.128800495504466
"9841"	"Zfand2b"	0.891	1	-0.128848315130558
"9842"	"Fcrl1"	0.939	1	-0.128878067604329
"9843"	"1700020I14Rik"	0.874	1	-0.128897154720096
"9844"	"H6pd"	0.888	1	-0.128959113484578
"9845"	"Celf2"	0.872	1	-0.129031412777031
"9846"	"Exoc1"	0.932	1	-0.129123134157256
"9847"	"Wls"	0.911	1	-0.129126118976109
"9848"	"Idua"	0.902	1	-0.129150559591762
"9849"	"Pde6d"	0.871	1	-0.129154760042004
"9850"	"Ppm1h"	0.898	1	-0.129285116615308
"9851"	"Med27"	0.871	1	-0.129305679051305
"9852"	"F630028O10Rik"	0.895	1	-0.12940215286682
"9853"	"Tnfrsf14"	0.885	1	-0.129413359803135
"9854"	"Inpp1"	0.896	1	-0.129544425327858
"9855"	"Mtm1"	0.891	1	-0.129560941785478
"9856"	"Kcnk5"	0.873	1	-0.129566012616615
"9857"	"Cdc14a"	0.93	1	-0.129592493519373
"9858"	"Strip1"	0.887	1	-0.129598566881801
"9859"	"Zfp91Cntf"	0.9	1	-0.129661100904781
"9860"	"Hrh2"	0.907	1	-0.129706195879938
"9861"	"Vmn1r65"	0.866	1	-0.129733277553116
"9862"	"Dnajc9"	0.942	1	-0.129741417834939
"9863"	"Rpp21"	0.909	1	-0.129775898490359
"9864"	"Gpc1"	0.878	1	-0.129801376344301
"9865"	"Rtcb"	0.897	1	-0.129900039849389
"9866"	"Fbxo11"	0.862	1	-0.129937600079349
"9867"	"Gnb2"	0.921	1	-0.129946245344119
"9868"	"Tmem259"	0.886	1	-0.130055996239284
"9869"	"Usp34"	0.878	1	-0.130073689453044
"9870"	"Ppp4r1l-ps"	0.892	1	-0.13008775472595
"9871"	"Hspa13"	0.908	1	-0.130135919141954
"9872"	"Trip4"	0.901	1	-0.130146446854625
"9873"	"Sub1"	0.976	1	-0.130202767323759
"9874"	"Ceacam10"	0.896	1	-0.130211642784145
"9875"	"Inafm2"	0.901	1	-0.130343808162079
"9876"	"Ldlrap1"	0.923	1	-0.130374906158526
"9877"	"Rap2c"	0.883	1	-0.13039761770291
"9878"	"Ctsa"	0.927	1	-0.130439139065381
"9879"	"Cyth1"	0.877	1	-0.130518527550518
"9880"	"Uba7"	0.913	1	-0.13054332601545
"9881"	"Bod1"	0.906	1	-0.130548300710889
"9882"	"Srrm2"	0.939	1	-0.130591914743813
"9883"	"Mgll"	0.916	1	-0.130618323644997
"9884"	"Tbpl1"	0.893	1	-0.130683750144202
"9885"	"Rpe"	0.907	1	-0.130726678134042
"9886"	"Dpm2"	0.939	1	-0.13072937877457
"9887"	"Ptpn11"	0.886	1	-0.130729610420658
"9888"	"Tgfbi"	0.899	1	-0.130860978133414
"9889"	"Xpo6"	0.894	1	-0.130871474602592
"9890"	"Cog8"	0.923	1	-0.13092770186398
"9891"	"Rbm33"	0.899	1	-0.130932210799922
"9892"	"Pank4"	0.952	1	-0.130966365382798
"9893"	"Pkn1"	0.899	1	-0.131009708049075
"9894"	"Sell"	0.936	1	-0.13117080939249
"9895"	"Nob1"	0.914	1	-0.131203081028555
"9896"	"Tmem150a"	0.865	1	-0.131321582606953
"9897"	"Mgst2"	0.901	1	-0.131331719076034
"9898"	"Pgm2"	0.911	1	-0.131350299910293
"9899"	"Prg4"	0.894	1	-0.131373812543813
"9900"	"Dapk2"	0.918	1	-0.131423802357448
"9901"	"Kctd14"	0.951	1	-0.131424556258496
"9902"	"Zfp808"	0.881	1	-0.131444640873207
"9903"	"Zfp934"	0.888	1	-0.131444640873207
"9904"	"C030006K11Rik"	0.889	1	-0.131444640873207
"9905"	"Tm2d3"	0.9	1	-0.131444640873207
"9906"	"Chid1"	0.882	1	-0.131444640873207
"9907"	"Stoml1"	0.917	1	-0.131503383028506
"9908"	"Trnau1ap"	0.923	1	-0.131544108306288
"9909"	"Hfm1"	0.864	1	-0.131555922696863
"9910"	"Spcs3"	0.919	1	-0.13169249327609
"9911"	"Txndc9"	0.919	1	-0.131748319667729
"9912"	"Rbm5"	0.934	1	-0.131824466225805
"9913"	"Slc50a1"	0.956	1	-0.131937492957675
"9914"	"Poldip2"	0.969	1	-0.131966580416559
"9915"	"Zc3hc1"	0.911	1	-0.132122410103852
"9916"	"Ercc5"	0.933	1	-0.132157703483591
"9917"	"Ggnbp2os"	0.892	1	-0.132185555511791
"9918"	"Ccdc58"	0.858	1	-0.132349542964552
"9919"	"Lnp"	0.885	1	-0.132392395011885
"9920"	"Tmem161a"	0.911	1	-0.132438670271573
"9921"	"Rgs1"	0.91	1	-0.132491013396435
"9922"	"Gtf2e1"	0.855	1	-0.132492788970762
"9923"	"6330418K02Rik"	0.861	1	-0.132492788970762
"9924"	"Zfp160"	0.906	1	-0.132563095212068
"9925"	"Ogfrl1"	0.909	1	-0.132565574289808
"9926"	"Lyz1"	0.926	1	-0.132736987739135
"9927"	"Lats1"	0.889	1	-0.132751384993059
"9928"	"Vimp"	0.892	1	-0.132768739116218
"9929"	"Lyst"	0.935	1	-0.132787013393387
"9930"	"Ipo4"	0.911	1	-0.132789862953131
"9931"	"Bckdk"	0.894	1	-0.132791831066137
"9932"	"Rnf144a"	0.905	1	-0.132820997120732
"9933"	"Ppp1ca"	0.922	1	-0.132834612220763
"9934"	"Lcn2"	0.895	1	-0.132865798387481
"9935"	"Plekhg1"	0.903	1	-0.132977657514624
"9936"	"Ap4b1"	0.913	1	-0.132994270792378
"9937"	"Car5b"	0.924	1	-0.133033090560769
"9938"	"Slfn4"	0.901	1	-0.133075702903622
"9939"	"Ston2"	0.938	1	-0.133084129743175
"9940"	"Ankhd1"	0.894	1	-0.133109548683392
"9941"	"Pitpnm1"	0.922	1	-0.133113110524234
"9942"	"Map4k1"	0.962	1	-0.133141116115621
"9943"	"Stat4"	0.895	1	-0.133165689698342
"9944"	"Ltf"	0.892	1	-0.133237918038262
"9945"	"Zeb2os"	0.909	1	-0.133241498389991
"9946"	"Lbp"	0.904	1	-0.133343452589155
"9947"	"Ski"	0.931	1	-0.133390754083716
"9948"	"Adar"	0.91	1	-0.133403665412515
"9949"	"Slc9a3r1"	0.921	1	-0.133446573477512
"9950"	"Clint1"	0.92	1	-0.133494964902989
"9951"	"Rps14"	0.889	1	-0.133594603584061
"9952"	"Zfp142"	0.945	1	-0.133709748082399
"9953"	"Fbxl6"	0.917	1	-0.133716105772521
"9954"	"Tmem39a"	0.894	1	-0.133839266739127
"9955"	"Fmnl1"	0.929	1	-0.133974568019148
"9956"	"Sfxn5"	0.907	1	-0.134042406455015
"9957"	"Gm3604"	0.905	1	-0.134154839654098
"9958"	"Fam105a"	0.896	1	-0.134154839654098
"9959"	"Pou6f1"	0.887	1	-0.134154839654098
"9960"	"Rab12"	0.894	1	-0.134154839654098
"9961"	"Slc14a1"	0.907	1	-0.134154839654098
"9962"	"Tmem129"	0.877	1	-0.134154839654098
"9963"	"Cep164"	0.879	1	-0.134154839654098
"9964"	"Akr1b3"	0.902	1	-0.134244167066672
"9965"	"Gm6644"	0.904	1	-0.134244167066672
"9966"	"Siah2"	0.901	1	-0.134378288033373
"9967"	"Spcs2"	0.959	1	-0.134415590186412
"9968"	"Mtmr6"	0.893	1	-0.134499022818837
"9969"	"Il1r2"	0.946	1	-0.134527415591119
"9970"	"Rnf5"	0.917	1	-0.134594098601222
"9971"	"Rnf13"	0.924	1	-0.13459552028425
"9972"	"Flot1"	0.899	1	-0.134599855924007
"9973"	"Klhl12"	0.894	1	-0.134606539450913
"9974"	"Zbtb41"	0.882	1	-0.134606539450913
"9975"	"Dot1l"	0.891	1	-0.134606539450913
"9976"	"Suox"	0.907	1	-0.134606539450913
"9977"	"Gm5141"	0.882	1	-0.134606539450913
"9978"	"E2f5"	0.887	1	-0.134606539450913
"9979"	"Cul4a"	0.894	1	-0.134606539450913
"9980"	"Man2c1"	0.892	1	-0.134606539450913
"9981"	"Sssca1"	0.87	1	-0.134647990246007
"9982"	"Nfkbie"	0.921	1	-0.134672914137627
"9983"	"Bzw2"	0.895	1	-0.134823762053181
"9984"	"Tnfrsf21"	0.927	1	-0.134828362801426
"9985"	"Ythdf3"	0.905	1	-0.134885551131678
"9986"	"Tmem229b"	0.947	1	-0.134915639493127
"9987"	"Slc22a4"	0.896	1	-0.134942143607906
"9988"	"Hsd17b11"	0.904	1	-0.135022234156147
"9989"	"Tnpo3"	0.936	1	-0.135073978536689
"9990"	"Pradc1"	0.933	1	-0.135258587838488
"9991"	"Sf3b3"	0.965	1	-0.135283439535904
"9992"	"Ttc17"	0.914	1	-0.135297570536199
"9993"	"Ndufs4"	0.912	1	-0.135324046354295
"9994"	"Tle3"	0.91	1	-0.135331346445668
"9995"	"Ugp2"	0.914	1	-0.135346453312607
"9996"	"Elmo2"	0.931	1	-0.135349163624766
"9997"	"Actr3"	0.979	1	-0.135465865178188
"9998"	"Aldh3b3"	0.903	1	-0.135660639215594
"9999"	"1110059G10Rik"	0.917	1	-0.135714749602214
"10000"	"Naa20"	0.918	1	-0.135718815848332
"10001"	"Ctage5"	0.944	1	-0.135772619217607
"10002"	"Cct3"	0.924	1	-0.135822721988515
"10003"	"Ube2d2a"	0.906	1	-0.135867134458365
"10004"	"C330021F23Rik"	0.934	1	-0.135906775440598
"10005"	"Sipa1"	0.909	1	-0.13598372408063
"10006"	"Ndufb4"	0.896	1	-0.136011065803675
"10007"	"Rwdd4a"	0.915	1	-0.136047796264009
"10008"	"Hnrnpc"	0.948	1	-0.136205710033569
"10009"	"Jmjd1c"	0.912	1	-0.136289615489816
"10010"	"Tbc1d22a"	0.913	1	-0.136295341808488
"10011"	"Rrm2b"	0.91	1	-0.136357003181241
"10012"	"Dph2"	0.88	1	-0.136390276713092
"10013"	"Hopx"	0.909	1	-0.136436619557728
"10014"	"Arpc4"	0.946	1	-0.136555017900239
"10015"	"Thap4"	0.911	1	-0.136830245672636
"10016"	"Reep3"	0.894	1	-0.136836004055581
"10017"	"Mettl25"	0.926	1	-0.13697472985471
"10018"	"Ncoa2"	0.907	1	-0.137012482701962
"10019"	"Kdm5d"	0.938	1	-0.137060923345572
"10020"	"Acot7"	0.916	1	-0.137075960075334
"10021"	"Map1lc3a"	0.905	1	-0.137289401595807
"10022"	"Ercc1"	0.945	1	-0.137311803285308
"10023"	"Jarid2"	0.933	1	-0.137404352251486
"10024"	"Cyth2"	0.916	1	-0.137426042156605
"10025"	"Camk1"	0.938	1	-0.137427795953796
"10026"	"Mid1ip1"	0.899	1	-0.137525390777281
"10027"	"Mov10"	0.929	1	-0.137605304859219
"10028"	"Plac8"	0.934	1	-0.13762399070229
"10029"	"Pnn"	0.911	1	-0.137642856785019
"10030"	"Brd7"	0.911	1	-0.137694764810218
"10031"	"Slc10a3"	0.951	1	-0.137718294034164
"10032"	"Ndufb11"	0.911	1	-0.137755982251385
"10033"	"Arhgef3"	0.922	1	-0.137939918184226
"10034"	"Ier2"	0.96	1	-0.138081896521178
"10035"	"Blcap"	0.94	1	-0.138339625917072
"10036"	"Serpina3g"	0.93	1	-0.138352781473038
"10037"	"Casp6"	0.963	1	-0.138361922864516
"10038"	"Tbc1d23"	0.895	1	-0.138458806708973
"10039"	"Stra13"	0.927	1	-0.138477721382457
"10040"	"Sdha"	0.924	1	-0.13848125150826
"10041"	"Rxra"	0.891	1	-0.138579234712288
"10042"	"Dnajb4"	0.933	1	-0.138695166001753
"10043"	"Anxa7"	0.907	1	-0.138716438819474
"10044"	"Cers5"	0.906	1	-0.138725853971573
"10045"	"Mcemp1"	0.929	1	-0.138767399894426
"10046"	"Wdr74"	0.98	1	-0.138801220324317
"10047"	"Rp9"	0.94	1	-0.138885707638058
"10048"	"Pilrb1"	0.949	1	-0.138991460331091
"10049"	"Slc18a2"	0.922	1	-0.139049362867705
"10050"	"Tspyl4"	0.965	1	-0.139132741376296
"10051"	"Camsap2"	0.921	1	-0.139222213968461
"10052"	"Tagap"	0.911	1	-0.139354396002095
"10053"	"Crkl"	0.944	1	-0.139374188938351
"10054"	"Srrm1"	0.914	1	-0.139376917350813
"10055"	"Tet3"	0.966	1	-0.139415629021474
"10056"	"Man2b2"	0.935	1	-0.139454754596182
"10057"	"Arhgap24"	0.935	1	-0.139454754596182
"10058"	"Nme6"	0.93	1	-0.139454754596182
"10059"	"Fam101b"	0.919	1	-0.139472006480367
"10060"	"Slain2"	0.915	1	-0.139482609304824
"10061"	"4933433G19Rik"	0.912	1	-0.139488350781336
"10062"	"Appbp2"	0.928	1	-0.139552028538864
"10063"	"Ankrd13c"	0.948	1	-0.139552997959787
"10064"	"Exosc9"	0.911	1	-0.139562986661567
"10065"	"Sri"	0.905	1	-0.139634998141771
"10066"	"App"	0.949	1	-0.13965089126979
"10067"	"Paip2"	0.92	1	-0.139849376384993
"10068"	"Klhl14"	0.873	1	-0.139957859248914
"10069"	"Grb2"	0.913	1	-0.139981131648708
"10070"	"Arhgef1"	0.946	1	-0.140013739939964
"10071"	"Rrp1b"	0.953	1	-0.140032646591813
"10072"	"Pnrc2"	0.933	1	-0.140039623609381
"10073"	"Nipsnap3b"	0.932	1	-0.140040368826935
"10074"	"Ly86"	0.981	1	-0.140071610201374
"10075"	"Ppil2"	0.915	1	-0.140109083575467
"10076"	"Fry"	0.94	1	-0.140138069743582
"10077"	"Fam222b"	0.914	1	-0.140205395615798
"10078"	"Prdm15"	0.9	1	-0.140205395615798
"10079"	"Gpx1"	0.956	1	-0.140217335574989
"10080"	"Rbm3"	0.913	1	-0.140233959662134
"10081"	"Tbc1d2b"	0.92	1	-0.14026106800858
"10082"	"Stam"	0.921	1	-0.140315771771815
"10083"	"Phlda1"	0.918	1	-0.140429259688517
"10084"	"Alyref2"	0.878	1	-0.140434808325687
"10085"	"Gm15350"	0.911	1	-0.140604065932292
"10086"	"Xbp1"	0.914	1	-0.140688616080938
"10087"	"Hsf1"	0.941	1	-0.14069786876439
"10088"	"Aars2"	0.934	1	-0.140723060954229
"10089"	"Clta"	0.929	1	-0.140823207570792
"10090"	"Bcas2"	0.913	1	-0.140952282738964
"10091"	"Mien1"	0.905	1	-0.140972951490625
"10092"	"Fam192a"	0.918	1	-0.141012467636041
"10093"	"Ppp1r15b"	0.911	1	-0.141064783909461
"10094"	"Syne1"	0.923	1	-0.141101002054078
"10095"	"Aco2"	0.952	1	-0.141381859798244
"10096"	"Phf10"	0.927	1	-0.141425262344708
"10097"	"Crk"	0.913	1	-0.141436168927979
"10098"	"Zfp687"	0.927	1	-0.141445256837331
"10099"	"Adprh"	0.906	1	-0.141527426804872
"10100"	"Scand1"	0.956	1	-0.141539180414287
"10101"	"Crlf2"	0.926	1	-0.141577895679077
"10102"	"AU019823"	0.93	1	-0.141588235598158
"10103"	"Clp1"	0.93	1	-0.141757334393992
"10104"	"Pja2"	0.966	1	-0.141787256622502
"10105"	"Acot9"	0.901	1	-0.141810363771586
"10106"	"Nsmf"	0.944	1	-0.141887104967046
"10107"	"Ankrd11"	0.909	1	-0.141990295733344
"10108"	"Ino80c"	0.933	1	-0.141990381568136
"10109"	"Dlgap4"	0.897	1	-0.141997397972039
"10110"	"Ubald2"	0.929	1	-0.142011564798831
"10111"	"Gm7367"	0.922	1	-0.142011564798831
"10112"	"5031439G07Rik"	0.926	1	-0.142043680272029
"10113"	"Insr"	0.923	1	-0.142126063359157
"10114"	"Mterf1a"	0.913	1	-0.142219833519498
"10115"	"Itgb2l"	0.923	1	-0.142221056264814
"10116"	"Pgrmc1"	0.938	1	-0.14231171696187
"10117"	"Snapin"	0.914	1	-0.142327595339317
"10118"	"Tbk1"	0.928	1	-0.14237208723371
"10119"	"Mir8101"	0.923	1	-0.142492563433661
"10120"	"Rexo2"	0.901	1	-0.142643982407756
"10121"	"Slc38a1"	0.903	1	-0.142689917020734
"10122"	"Mon1a"	0.935	1	-0.142736769448297
"10123"	"Hmgcl"	0.924	1	-0.142793047350749
"10124"	"Stk10"	0.924	1	-0.14279988648485
"10125"	"Csnk1a1"	0.92	1	-0.142820965269524
"10126"	"Pdss1"	0.919	1	-0.142842921485042
"10127"	"Szt2"	0.933	1	-0.142845611325425
"10128"	"Usp4"	0.919	1	-0.142848497593289
"10129"	"Galt"	0.938	1	-0.142897731686075
"10130"	"Dach1"	0.936	1	-0.142908541122679
"10131"	"Chil4"	0.914	1	-0.142926896433934
"10132"	"Pigu"	0.895	1	-0.142963039299911
"10133"	"Kctd20"	0.936	1	-0.14296672600704
"10134"	"Il2ra"	0.921	1	-0.142977163443544
"10135"	"Caml"	0.941	1	-0.143103280152477
"10136"	"Polr3e"	0.937	1	-0.143103280152477
"10137"	"Sdccag8"	0.931	1	-0.143141830160058
"10138"	"Limd2"	0.937	1	-0.143147484235455
"10139"	"BC048609"	0.888	1	-0.143194813829075
"10140"	"Acin1"	0.913	1	-0.143242624958034
"10141"	"Grin3b"	0.912	1	-0.143289300971631
"10142"	"Rpl28"	0.947	1	-0.143315275354762
"10143"	"Ilkap"	0.917	1	-0.143318431688046
"10144"	"Tmem165"	0.942	1	-0.143387667138963
"10145"	"Akap10"	0.941	1	-0.143391759947556
"10146"	"Flot2"	0.954	1	-0.143415477072648
"10147"	"Mtor"	0.916	1	-0.143531929980429
"10148"	"Bud31"	0.919	1	-0.143555128357941
"10149"	"Dguok"	0.931	1	-0.143614618590126
"10150"	"Bnip3l"	0.942	1	-0.143719106059632
"10151"	"Cd1d2"	0.924	1	-0.143756194535987
"10152"	"Dnajc19"	0.983	1	-0.143791737905133
"10153"	"Pbxip1"	0.929	1	-0.143861620588005
"10154"	"Ubiad1"	0.936	1	-0.143867346932417
"10155"	"Fnbp1"	0.914	1	-0.143888537540601
"10156"	"Armt1"	0.953	1	-0.143963326912597
"10157"	"Atp5f1"	0.912	1	-0.143970762075538
"10158"	"Tmem87a"	0.937	1	-0.144052874345057
"10159"	"Wrap53"	0.946	1	-0.144072038758549
"10160"	"Retnla"	0.92	1	-0.144385565959885
"10161"	"Dars"	0.922	1	-0.144402885711851
"10162"	"Nsf"	0.943	1	-0.144427461184964
"10163"	"Pbdc1"	0.961	1	-0.144449379568819
"10164"	"Hook3"	0.928	1	-0.144467045992807
"10165"	"Shpk"	0.912	1	-0.144590870277727
"10166"	"Tbc1d2"	0.931	1	-0.144678188523597
"10167"	"Rbm3os"	0.92	1	-0.144693359440307
"10168"	"Esf1"	0.949	1	-0.144791615512274
"10169"	"Dek"	0.919	1	-0.144819645022775
"10170"	"Cs"	0.942	1	-0.144830886197182
"10171"	"Wdr75"	0.929	1	-0.144902419899987
"10172"	"Mdc1"	0.988	1	-0.144945374743571
"10173"	"Fosl2"	0.946	1	-0.14499107858512
"10174"	"Ahsa2"	0.946	1	-0.144993024919398
"10175"	"ChkbCpt1b"	0.926	1	-0.145015354617962
"10176"	"Chkb"	0.927	1	-0.145015354617962
"10177"	"Thbs1"	0.944	1	-0.145016936214875
"10178"	"Cbl"	0.938	1	-0.145020277437215
"10179"	"Oraov1"	0.925	1	-0.14503365115611
"10180"	"Glo1"	0.946	1	-0.145130238794864
"10181"	"5830416P10Rik"	0.959	1	-0.145165426519987
"10182"	"Scly"	0.929	1	-0.145236518767878
"10183"	"Ap1s1"	0.971	1	-0.145299289470536
"10184"	"Minos1"	0.939	1	-0.145344014381797
"10185"	"Kbtbd7"	0.933	1	-0.145346231847455
"10186"	"Tgif2"	0.919	1	-0.14539195205597
"10187"	"Sf3a3"	0.958	1	-0.145401557281855
"10188"	"Macf1"	0.917	1	-0.145485940229296
"10189"	"Ube2e1"	0.933	1	-0.145503179255319
"10190"	"Gm5607"	0.926	1	-0.145553154002289
"10191"	"Mtpn"	0.918	1	-0.145555420359804
"10192"	"Pot1a"	0.919	1	-0.145565442203483
"10193"	"Fli1"	0.923	1	-0.145748624243561
"10194"	"Slc2a3"	0.961	1	-0.145783339457503
"10195"	"Stat3"	0.916	1	-0.145814573192215
"10196"	"Trip11"	0.937	1	-0.145888162129636
"10197"	"Mir7-1"	0.904	1	-0.145899034371292
"10198"	"Alkbh7"	0.914	1	-0.145899034371292
"10199"	"C8g"	0.909	1	-0.145899034371292
"10200"	"Acap3"	0.904	1	-0.145899034371292
"10201"	"Cdk14"	0.901	1	-0.145899034371292
"10202"	"Gal3st4"	0.889	1	-0.145899034371292
"10203"	"Foxk1"	0.911	1	-0.145899034371292
"10204"	"Tsen2"	0.898	1	-0.145899034371292
"10205"	"Ppp2cb"	0.899	1	-0.145945684906723
"10206"	"Ndufa13"	0.922	1	-0.145992001673254
"10207"	"Sin3b"	0.951	1	-0.146089713174733
"10208"	"Napsa"	0.933	1	-0.146140040269808
"10209"	"Plxnc1"	0.925	1	-0.14614042075067
"10210"	"Maml1"	0.885	1	-0.146163121634605
"10211"	"Paqr5"	0.883	1	-0.146163121634605
"10212"	"Mrps18b"	0.969	1	-0.146195320191217
"10213"	"Eps8"	0.933	1	-0.146244821604236
"10214"	"Orc3"	0.933	1	-0.146286997462541
"10215"	"Hp"	0.958	1	-0.146565286125373
"10216"	"Ddx17"	0.914	1	-0.146577330289857
"10217"	"Brk1"	0.945	1	-0.146625646295095
"10218"	"Ankrd40"	0.951	1	-0.146661046264925
"10219"	"Naip1"	0.898	1	-0.146735952965497
"10220"	"Rps15a-ps4"	0.909	1	-0.146735952965497
"10221"	"Slc36a4"	0.885	1	-0.146735952965497
"10222"	"Galnt4"	0.957	1	-0.146751805708773
"10223"	"Arhgap12"	0.952	1	-0.146751805708773
"10224"	"Emp3"	0.939	1	-0.146849119718036
"10225"	"Glyctk"	0.888	1	-0.14688575700378
"10226"	"Enox2"	0.913	1	-0.14688575700378
"10227"	"Ddx19a"	0.96	1	-0.146914330306539
"10228"	"Mir16-1"	0.896	1	-0.146957274161523
"10229"	"Rer1"	0.925	1	-0.146966518415091
"10230"	"Pdcd2l"	0.94	1	-0.147036009131089
"10231"	"Vapa"	0.917	1	-0.147054044094984
"10232"	"E330009J07Rik"	0.935	1	-0.147063264452498
"10233"	"Smarca4"	0.912	1	-0.147118064570299
"10234"	"Ube2l3"	0.925	1	-0.147119693985642
"10235"	"Fam160a2"	0.93	1	-0.147121946046699
"10236"	"Ubr5"	0.927	1	-0.147180945431887
"10237"	"Clcn4-2"	0.958	1	-0.147208599571396
"10238"	"Etaa1"	0.92	1	-0.147474148494172
"10239"	"Atp10d"	0.931	1	-0.147532513452088
"10240"	"Igsf10"	0.968	1	-0.147637641482462
"10241"	"Msra"	0.932	1	-0.147699148618657
"10242"	"Npm1"	0.947	1	-0.147735841592662
"10243"	"Gmcl1"	0.955	1	-0.147819522983053
"10244"	"Lrrc59"	0.935	1	-0.147861643356791
"10245"	"Ubap2"	0.971	1	-0.147892222525345
"10246"	"Tubgcp5"	0.961	1	-0.147991134619374
"10247"	"Cdk5rap2"	0.938	1	-0.14806167159204
"10248"	"Cklf"	0.926	1	-0.148086985532318
"10249"	"Pafah1b1"	0.939	1	-0.148097508896458
"10250"	"Papd4"	0.932	1	-0.148292752609108
"10251"	"Map4k5"	0.925	1	-0.148425371825543
"10252"	"Atg2a"	0.926	1	-0.148623407774527
"10253"	"Cldn15"	0.908	1	-0.14883767188844
"10254"	"Rbbp6"	0.926	1	-0.148853909510662
"10255"	"Lamtor5"	0.953	1	-0.14885941788135
"10256"	"Dcps"	0.957	1	-0.148994676567218
